VATTENID,MS_CD,EU_CD,VF,NAMN,LOKAL,Ndatum1,DATUM1,Anno,KVALITET,BONETYP,NBONET,NpueBtotal,NpueBAbb,NpueBGäd,NpueBMör,NpueBRöd,Narter,RT90X,RT90Y,S99TM_N,S99TM_E,WGS84_N,WGS84_E
708619-162132,WA79262932,SE708619-162132,Y,Remmarsjön,Hela sjön,25,20180802,2018,Stand,Bnord12,32,33.73,13.78,0.15,17.80,,7,7086190,1621320,7085765,660807,63.86204,18.27264
744629-167999,WA55325208,SE744629-167999,Y,Jutsajaure,Hela sjön,25,19940823,1994,Stand,Bnord12,24,18.15,3.83,0.43,9.05,,5,7446290,1679990,7446496,714846,67.05897,19.94362
744629-167999,WA55325208,SE744629-167999,Y,Jutsajaure,Hela sjön,25,19950726,1995,Stand,Bnord12,24,14.54,3.64,0.00,3.29,,3,7446290,1679990,7446496,714846,67.05897,19.94362
744629-167999,WA55325208,SE744629-167999,Y,Jutsajaure,Hela sjön,25,19960723,1996,Stand,Bnord12,24,12.18,2.56,0.65,4.85,,4,7446290,1679990,7446496,714846,67.05897,19.94362
744629-167999,WA55325208,SE744629-167999,Y,Jutsajaure,Hela sjön,25,19970806,1997,Stand,Bnord12,24,154.22,144.68,0.27,4.80,,4,7446290,1679990,7446496,714846,67.05897,19.94362
744629-167999,WA55325208,SE744629-167999,Y,Jutsajaure,Hela sjön,25,19980722,1998,Stand,Bnord12,24,70.28,61.22,0.23,4.67,,4,7446290,1679990,7446496,714846,67.05897,19.94362
744629-167999,WA55325208,SE744629-167999,Y,Jutsajaure,Hela sjön,25,19990727,1999,Stand,Bnord12,24,22.37,17.81,0.43,1.45,,4,7446290,1679990,7446496,714846,67.05897,19.94362
744629-167999,WA55325208,SE744629-167999,Y,Jutsajaure,Hela sjön,25,20000721,2000,Stand,Bnord12,24,56.51,51.68,0.13,1.70,,4,7446290,1679990,7446496,714846,67.05897,19.94362
744629-167999,WA55325208,SE744629-167999,Y,Jutsajaure,Hela sjön,25,20010727,2001,Stand,Bnord12,24,22.75,19.32,0.47,0.30,,5,7446290,1679990,7446496,714846,67.05897,19.94362
744629-167999,WA55325208,SE744629-167999,Y,Jutsajaure,Hela sjön,25,20020720,2002,Stand,Bnord12,24,38.23,34.58,0.02,1.65,,4,7446290,1679990,7446496,714846,67.05897,19.94362
744629-167999,WA55325208,SE744629-167999,Y,Jutsajaure,Hela sjön,25,20030723,2003,Stand,Bnord12,24,51.61,46.61,0.54,3.13,,4,7446290,1679990,7446496,714846,67.05897,19.94362
744629-167999,WA55325208,SE744629-167999,Y,Jutsajaure,Hela sjön,25,20040724,2004,Stand,Bnord12,24,53.41,50.88,0.34,1.43,,4,7446290,1679990,7446496,714846,67.05897,19.94362
744629-167999,WA55325208,SE744629-167999,Y,Jutsajaure,Hela sjön,25,20050725,2005,Stand,Bnord12,24,28.44,24.31,0.38,1.64,,4,7446290,1679990,7446496,714846,67.05897,19.94362
744629-167999,WA55325208,SE744629-167999,Y,Jutsajaure,Hela sjön,25,20060731,2006,Stand,Bnord12,24,44.44,41.87,0.22,1.36,,4,7446290,1679990,7446496,714846,67.05897,19.94362
744629-167999,WA55325208,SE744629-167999,Y,Jutsajaure,Hela sjön,25,20070724,2007,Stand,Bnord12,24,42.43,38.39,0.11,2.85,,4,7446290,1679990,7446496,714846,67.05897,19.94362
744629-167999,WA55325208,SE744629-167999,Y,Jutsajaure,Hela sjön,25,20080725,2008,Stand,Bnord12,24,53.00,48.30,0.11,3.19,,4,7446290,1679990,7446496,714846,67.05897,19.94362
744629-167999,WA55325208,SE744629-167999,Y,Jutsajaure,Hela sjön,25,20090726,2009,Stand,Bnord12,24,19.71,13.53,0.34,2.59,,4,7446290,1679990,7446496,714846,67.05897,19.94362
744629-167999,WA55325208,SE744629-167999,Y,Jutsajaure,Hela sjön,25,20100730,2010,Stand,Bnord12,24,12.25,6.81,0.11,3.26,,4,7446290,1679990,7446496,714846,67.05897,19.94362
744629-167999,WA55325208,SE744629-167999,Y,Jutsajaure,Hela sjön,25,20110723,2011,Stand,Bnord12,16,55.24,44.05,0.04,8.89,,4,7446290,1679990,7446496,714846,67.05897,19.94362
744629-167999,WA55325208,SE744629-167999,Y,Jutsajaure,Hela sjön,25,20120801,2012,Stand,Bnord12,16,40.83,33.15,0.38,4.81,,4,7446290,1679990,7446496,714846,67.05897,19.94362
744629-167999,WA55325208,SE744629-167999,Y,Jutsajaure,Hela sjön,25,20130719,2013,Stand,Bnord12,16,11.27,4.97,0.21,4.53,,4,7446290,1679990,7446496,714846,67.05897,19.94362
744629-167999,WA55325208,SE744629-167999,Y,Jutsajaure,Hela sjön,25,20140808,2014,Stand,Bnord12,16,65.31,47.87,0.69,13.22,,4,7446290,1679990,7446496,714846,67.05897,19.94362
744629-167999,WA55325208,SE744629-167999,Y,Jutsajaure,Hela sjön,25,20150811,2015,Stand,Bnord12,16,13.11,3.58,0.41,5.16,,4,7446290,1679990,7446496,714846,67.05897,19.94362
744629-167999,WA55325208,SE744629-167999,Y,Jutsajaure,Hela sjön,25,20160823,2016,Stand,Bnord12,16,26.69,6.56,0.34,16.91,,5,7446290,1679990,7446496,714846,67.05897,19.94362
744629-167999,WA55325208,SE744629-167999,Y,Jutsajaure,Hela sjön,25,20170809,2017,Stand,Bnord12,16,26.83,5.27,0.29,17.14,,4,7446290,1679990,7446496,714846,67.05897,19.94362
744629-167999,WA55325208,SE744629-167999,Y,Jutsajaure,Hela sjön,25,20180813,2018,Stand,Bnord12,16,49.05,22.19,1.05,20.96,,4,7446290,1679990,7446496,714846,67.05897,19.94362
758208-161749,WA29045099,SE758208-161749,Y,Abiskojaure,Hela sjön,25,19940827,1994,Stand,Bnord12,48,3.10,,,,3.10,1,7582080,1617490,7581424,650600,68.30583,18.65249
758208-161749,WA29045099,SE758208-161749,Y,Abiskojaure,Hela sjön,25,19950720,1995,Stand,Bnord12,48,1.70,,,,1.70,1,7582080,1617490,7581424,650600,68.30583,18.65249
758208-161749,WA29045099,SE758208-161749,Y,Abiskojaure,Hela sjön,25,19960727,1996,Stand,Bnord12,48,1.94,,,,1.94,1,7582080,1617490,7581424,650600,68.30583,18.65249
758208-161749,WA29045099,SE758208-161749,Y,Abiskojaure,Hela sjön,25,19970731,1997,Stand,Bnord12,48,3.61,,,,3.61,1,7582080,1617490,7581424,650600,68.30583,18.65249
758208-161749,WA29045099,SE758208-161749,Y,Abiskojaure,Hela sjön,25,19980716,1998,Stand,Bnord12,48,2.69,,,,2.69,1,7582080,1617490,7581424,650600,68.30583,18.65249
758208-161749,WA29045099,SE758208-161749,Y,Abiskojaure,Hela sjön,25,19990801,1999,Stand,Bnord12,48,2.49,,,,2.49,1,7582080,1617490,7581424,650600,68.30583,18.65249
758208-161749,WA29045099,SE758208-161749,Y,Abiskojaure,Hela sjön,25,20000727,2000,Stand,Bnord12,48,2.70,,,,2.70,1,7582080,1617490,7581424,650600,68.30583,18.65249
758208-161749,WA29045099,SE758208-161749,Y,Abiskojaure,Hela sjön,25,20010721,2001,Stand,Bnord12,48,2.96,,,,2.96,1,7582080,1617490,7581424,650600,68.30583,18.65249
758208-161749,WA29045099,SE758208-161749,Y,Abiskojaure,Hela sjön,25,20020728,2002,Stand,Bnord12,48,2.54,,,,2.54,1,7582080,1617490,7581424,650600,68.30583,18.65249
758208-161749,WA29045099,SE758208-161749,Y,Abiskojaure,Hela sjön,25,20030729,2003,Stand,Bnord12,48,2.56,,,,2.56,1,7582080,1617490,7581424,650600,68.30583,18.65249
758208-161749,WA29045099,SE758208-161749,Y,Abiskojaure,Hela sjön,25,20040730,2004,Stand,Bnord12,48,3.72,,,,3.72,1,7582080,1617490,7581424,650600,68.30583,18.65249
758208-161749,WA29045099,SE758208-161749,Y,Abiskojaure,Hela sjön,25,20050731,2005,Stand,Bnord12,48,2.05,,,,2.05,1,7582080,1617490,7581424,650600,68.30583,18.65249
758208-161749,WA29045099,SE758208-161749,Y,Abiskojaure,Hela sjön,25,20060806,2006,Stand,Bnord12,48,2.85,,,,2.85,1,7582080,1617490,7581424,650600,68.30583,18.65249
758208-161749,WA29045099,SE758208-161749,Y,Abiskojaure,Hela sjön,25,20070718,2007,Stand,Bnord12,46,1.49,,,,1.49,1,7582080,1617490,7581424,650600,68.30583,18.65249
758208-161749,WA29045099,SE758208-161749,Y,Abiskojaure,Hela sjön,25,20080801,2008,Stand,Bnord12,48,2.04,,,,2.04,1,7582080,1617490,7581424,650600,68.30583,18.65249
758208-161749,WA29045099,SE758208-161749,Y,Abiskojaure,Hela sjön,25,20090731,2009,Stand,Bnord12,44,2.76,,,,2.76,1,7582080,1617490,7581424,650600,68.30583,18.65249
758208-161749,WA29045099,SE758208-161749,Y,Abiskojaure,Hela sjön,25,20100804,2010,Stand,Bnord12,48,2.75,,,,2.75,1,7582080,1617490,7581424,650600,68.30583,18.65249
758208-161749,WA29045099,SE758208-161749,Y,Abiskojaure,Hela sjön,25,20110715,2011,Stand,Bnord12,48,2.75,,,,2.75,1,7582080,1617490,7581424,650600,68.30583,18.65249
758208-161749,WA29045099,SE758208-161749,Y,Abiskojaure,Hela sjön,25,20120726,2012,Inven,Bnord12,41,3.78,,,,3.78,1,7582080,1617490,7581424,650600,68.30583,18.65249
758208-161749,WA29045099,SE758208-161749,Y,Abiskojaure,Hela sjön,25,20130729,2013,Stand,Bnord12,48,4.46,,,,4.46,1,7582080,1617490,7581424,650600,68.30583,18.65249
758208-161749,WA29045099,SE758208-161749,Y,Abiskojaure,Hela sjön,25,20140731,2014,Stand,Bnord12,48,2.74,,,,2.74,1,7582080,1617490,7581424,650600,68.30583,18.65249
758208-161749,WA29045099,SE758208-161749,Y,Abiskojaure,Hela sjön,25,20150804,2015,Stand,Bnord12,48,4.08,,,,4.08,1,7582080,1617490,7581424,650600,68.30583,18.65249
758208-161749,WA29045099,SE758208-161749,Y,Abiskojaure,Hela sjön,25,20160817,2016,Stand,Bnord12,48,2.86,,,,2.86,1,7582080,1617490,7581424,650600,68.30583,18.65249
758208-161749,WA29045099,SE758208-161749,Y,Abiskojaure,Hela sjön,25,20170802,2017,Stand,Bnord12,48,3.32,,,,3.32,1,7582080,1617490,7581424,650600,68.30583,18.65249
758208-161749,WA29045099,SE758208-161749,Y,Abiskojaure,Hela sjön,25,20180806,2018,Stand,Bnord12,48,4.85,,,,4.85,1,7582080,1617490,7581424,650600,68.30583,18.65249
