VATTENID,MS_CD,EU_CD,VF,NAMN,LOKAL,Ndatum1,DATUM1,Anno,KVALITET,BONETYP,NBONET,NpueBtotal,NpueBAbb,NpueBGäd,NpueBMör,NpueBRöd,Narter,RT90X,RT90Y,S99TM_N,S99TM_E,WGS84_N,WGS84_E
652412-143738,WA65391136,NW652500-143567,N,Långsjön,Hela sjön,26,20010722,2001,Stand,Bnord12,24,23.51,10.95,0.17,8.23,,5,6524120,1437380,6521666,483884,58.83458,14.72083
652412-143738,WA65391136,NW652500-143567,N,Långsjön,Hela sjön,26,20020808,2002,Stand,Bnord12,24,27.49,12.75,0.35,11.09,,5,6524120,1437380,6521666,483884,58.83458,14.72083
652412-143738,WA65391136,NW652500-143567,N,Långsjön,Hela sjön,26,20030808,2003,Stand,Bnord12,24,39.95,18.09,0.25,14.89,,5,6524120,1437380,6521666,483884,58.83458,14.72083
652412-143738,WA65391136,NW652500-143567,N,Långsjön,Hela sjön,26,20040810,2004,Stand,Bnord12,24,30.51,16.41,0.08,11.99,,5,6524120,1437380,6521666,483884,58.83458,14.72083
652412-143738,WA65391136,NW652500-143567,N,Långsjön,Hela sjön,26,20050801,2005,Stand,Bnord12,24,33.30,18.84,0.29,10.79,,5,6524120,1437380,6521666,483884,58.83458,14.72083
652412-143738,WA65391136,NW652500-143567,N,Långsjön,Hela sjön,26,20060716,2006,Stand,Bnord12,24,31.05,12.63,0.31,11.38,,5,6524120,1437380,6521666,483884,58.83458,14.72083
652412-143738,WA65391136,NW652500-143567,N,Långsjön,Hela sjön,26,20070816,2007,Stand,Bnord12,24,20.16,8.51,0.04,9.82,,5,6524120,1437380,6521666,483884,58.83458,14.72083
652412-143738,WA65391136,NW652500-143567,N,Långsjön,Hela sjön,26,20080728,2008,Stand,Bnord12,24,35.51,14.09,0.25,15.93,,5,6524120,1437380,6521666,483884,58.83458,14.72083
652412-143738,WA65391136,NW652500-143567,N,Långsjön,Hela sjön,26,20090731,2009,Stand,Bnord12,24,16.96,5.75,0.12,9.28,,5,6524120,1437380,6521666,483884,58.83458,14.72083
652412-143738,WA65391136,NW652500-143567,N,Långsjön,Hela sjön,26,20100809,2010,Stand,Bnord12,24,23.02,9.46,0.23,10.41,,5,6524120,1437380,6521666,483884,58.83458,14.72083
652412-143738,WA65391136,NW652500-143567,N,Långsjön,Hela sjön,26,20110809,2011,Stand,Bnord12,24,15.59,7.09,0.04,6.70,,5,6524120,1437380,6521666,483884,58.83458,14.72083
652412-143738,WA65391136,NW652500-143567,N,Långsjön,Hela sjön,26,20120815,2012,Stand,Bnord12,24,17.58,8.16,0.00,6.56,,4,6524120,1437380,6521666,483884,58.83458,14.72083
652412-143738,WA65391136,NW652500-143567,N,Långsjön,Hela sjön,26,20130811,2013,Stand,Bnord12,24,16.74,6.22,0.00,6.57,,4,6524120,1437380,6521666,483884,58.83458,14.72083
652412-143738,WA65391136,NW652500-143567,N,Långsjön,Hela sjön,26,20140715,2014,Stand,Bnord12,24,21.83,8.16,0.17,11.58,,5,6524120,1437380,6521666,483884,58.83458,14.72083
652412-143738,WA65391136,NW652500-143567,N,Långsjön,Hela sjön,26,20150714,2015,Stand,Bnord12,24,22.70,6.95,0.01,10.63,,5,6524120,1437380,6521666,483884,58.83458,14.72083
652412-143738,WA65391136,NW652500-143567,N,Långsjön,Hela sjön,26,20160719,2016,Stand,Bnord12,24,28.23,14.24,0.17,8.35,,5,6524120,1437380,6521666,483884,58.83458,14.72083
652412-143738,WA65391136,NW652500-143567,N,Långsjön,Hela sjön,26,20170718,2017,Stand,Bnord12,24,32.91,15.95,0.20,13.01,,5,6524120,1437380,6521666,483884,58.83458,14.72083
652412-143738,WA65391136,NW652500-143567,N,Långsjön,Hela sjön,26,20180818,2018,Stand,Bnord12,24,29.07,15.97,0.14,11.46,,5,6524120,1437380,6521666,483884,58.83458,14.72083
652902-125783,WA20544146,NW652888-125811,N,Rotehogstjärnen,Hela sjön,25,19940729,1994,Stand,Bnord12,8,40.68,28.89,0.00,11.79,,2,6529020,1257830,6524402,304387,58.815,11.61244
652902-125783,WA20544146,NW652888-125811,N,Rotehogstjärnen,Hela sjön,25,19950725,1995,Stand,Bnord12,8,27.60,17.98,0.15,9.48,,3,6529020,1257830,6524402,304387,58.815,11.61244
652902-125783,WA20544146,NW652888-125811,N,Rotehogstjärnen,Hela sjön,25,19960716,1996,Stand,Bnord12,8,25.00,13.43,0.00,11.57,,2,6529020,1257830,6524402,304387,58.815,11.61244
652902-125783,WA20544146,NW652888-125811,N,Rotehogstjärnen,Hela sjön,25,19970708,1997,Stand,Bnord12,8,28.67,19.53,0.52,8.62,,3,6529020,1257830,6524402,304387,58.815,11.61244
652902-125783,WA20544146,NW652888-125811,N,Rotehogstjärnen,Hela sjön,25,19980819,1998,Stand,Bnord12,8,22.63,16.07,0.26,6.30,,3,6529020,1257830,6524402,304387,58.815,11.61244
652902-125783,WA20544146,NW652888-125811,N,Rotehogstjärnen,Hela sjön,25,19990822,1999,Stand,Bnord12,8,19.27,14.88,0.33,4.05,,3,6529020,1257830,6524402,304387,58.815,11.61244
652902-125783,WA20544146,NW652888-125811,N,Rotehogstjärnen,Hela sjön,25,20000802,2000,Stand,Bnord12,8,28.33,17.05,0.26,11.01,,3,6529020,1257830,6524402,304387,58.815,11.61244
652902-125783,WA20544146,NW652888-125811,N,Rotehogstjärnen,Hela sjön,25,20010727,2001,Stand,Bnord12,8,56.07,40.21,0.07,15.79,,3,6529020,1257830,6524402,304387,58.815,11.61244
652902-125783,WA20544146,NW652888-125811,N,Rotehogstjärnen,Hela sjön,25,20020722,2002,Stand,Bnord12,8,34.96,21.27,0.41,13.28,,3,6529020,1257830,6524402,304387,58.815,11.61244
652902-125783,WA20544146,NW652888-125811,N,Rotehogstjärnen,Hela sjön,25,20030721,2003,Stand,Bnord12,8,39.88,21.96,0.00,17.92,,2,6529020,1257830,6524402,304387,58.815,11.61244
652902-125783,WA20544146,NW652888-125811,N,Rotehogstjärnen,Hela sjön,25,20040723,2004,Stand,Bnord12,8,33.81,19.09,0.33,14.39,,3,6529020,1257830,6524402,304387,58.815,11.61244
652902-125783,WA20544146,NW652888-125811,N,Rotehogstjärnen,Hela sjön,25,20050714,2005,Stand,Bnord12,8,36.95,20.57,0.37,16.01,,3,6529020,1257830,6524402,304387,58.815,11.61244
652902-125783,WA20544146,NW652888-125811,N,Rotehogstjärnen,Hela sjön,25,20060712,2006,Stand,Bnord12,8,25.27,14.91,0.33,10.03,,3,6529020,1257830,6524402,304387,58.815,11.61244
652902-125783,WA20544146,NW652888-125811,N,Rotehogstjärnen,Hela sjön,25,20070721,2007,Stand,Bnord12,8,30.03,19.57,0.56,9.91,,3,6529020,1257830,6524402,304387,58.815,11.61244
652902-125783,WA20544146,NW652888-125811,N,Rotehogstjärnen,Hela sjön,25,20080711,2008,Stand,Bnord12,8,18.19,10.70,0.19,7.30,,3,6529020,1257830,6524402,304387,58.815,11.61244
652902-125783,WA20544146,NW652888-125811,N,Rotehogstjärnen,Hela sjön,25,20090720,2009,Stand,Bnord12,8,30.52,22.95,0.19,7.39,,3,6529020,1257830,6524402,304387,58.815,11.61244
652902-125783,WA20544146,NW652888-125811,N,Rotehogstjärnen,Hela sjön,25,20100714,2010,Stand,Bnord12,8,26.94,23.77,0.07,3.09,,3,6529020,1257830,6524402,304387,58.815,11.61244
652902-125783,WA20544146,NW652888-125811,N,Rotehogstjärnen,Hela sjön,25,20110713,2011,Stand,Bnord12,8,30.56,20.93,0.07,9.55,,3,6529020,1257830,6524402,304387,58.815,11.61244
652902-125783,WA20544146,NW652888-125811,N,Rotehogstjärnen,Hela sjön,25,20120722,2012,Stand,Bnord12,8,40.72,27.63,0.45,12.64,,3,6529020,1257830,6524402,304387,58.815,11.61244
652902-125783,WA20544146,NW652888-125811,N,Rotehogstjärnen,Hela sjön,25,20130720,2013,Stand,Bnord12,8,25.01,15.86,0.00,9.15,,2,6529020,1257830,6524402,304387,58.815,11.61244
652902-125783,WA20544146,NW652888-125811,N,Rotehogstjärnen,Hela sjön,25,20140719,2014,Stand,Bnord12,8,24.15,18.97,0.07,5.11,,3,6529020,1257830,6524402,304387,58.815,11.61244
652902-125783,WA20544146,NW652888-125811,N,Rotehogstjärnen,Hela sjön,25,20150714,2015,Stand,Bnord12,8,26.26,16.59,0.00,9.67,,2,6529020,1257830,6524402,304387,58.815,11.61244
652902-125783,WA20544146,NW652888-125811,N,Rotehogstjärnen,Hela sjön,25,20160731,2016,Stand,Bnord12,8,26.71,16.16,0.26,10.29,,3,6529020,1257830,6524402,304387,58.815,11.61244
652902-125783,WA20544146,NW652888-125811,N,Rotehogstjärnen,Hela sjön,25,20170808,2017,Stand,Bnord12,8,30.15,22.81,0.52,6.82,,3,6529020,1257830,6524402,304387,58.815,11.61244
652902-125783,WA20544146,NW652888-125811,N,Rotehogstjärnen,Hela sjön,25,20180721,2018,Stand,Bnord12,8,41.31,21.12,0.26,19.93,,3,6529020,1257830,6524402,304387,58.815,11.61244
653737-125017,WA61711068,NW653647-125036,N,Ejgdesjön,Hela sjön,17,19940724,1994,Inven,Bnord12,24,38.65,38.53,,,,2,6537370,1250170,6532653,296632,58.88537,11.47091
653737-125017,WA61711068,NW653647-125036,N,Ejgdesjön,Hela sjön,17,19950726,1995,Inven,Bnord12,24,34.18,34.08,,,,2,6537370,1250170,6532653,296632,58.88537,11.47091
653737-125017,WA61711068,NW653647-125036,N,Ejgdesjön,Hela sjön,17,19960730,1996,Inven,Bnord12,24,39.76,39.65,,,,2,6537370,1250170,6532653,296632,58.88537,11.47091
653737-125017,WA61711068,NW653647-125036,N,Ejgdesjön,Hela sjön,17,19970708,1997,Inven,Bnord12,24,32.54,32.47,,,,2,6537370,1250170,6532653,296632,58.88537,11.47091
653737-125017,WA61711068,NW653647-125036,N,Ejgdesjön,Hela sjön,17,19980714,1998,Inven,Bnord12,24,24.75,24.48,,,,2,6537370,1250170,6532653,296632,58.88537,11.47091
653737-125017,WA61711068,NW653647-125036,N,Ejgdesjön,Hela sjön,17,19990713,1999,Inven,Bnord12,24,20.20,19.35,,,,2,6537370,1250170,6532653,296632,58.88537,11.47091
653737-125017,WA61711068,NW653647-125036,N,Ejgdesjön,Hela sjön,17,20000715,2000,Inven,Bnord12,24,15.53,15.17,,,,2,6537370,1250170,6532653,296632,58.88537,11.47091
653737-125017,WA61711068,NW653647-125036,N,Ejgdesjön,Hela sjön,17,20010724,2001,Inven,Bnord12,24,25.86,25.26,,,,2,6537370,1250170,6532653,296632,58.88537,11.47091
653737-125017,WA61711068,NW653647-125036,N,Ejgdesjön,Hela sjön,17,20020716,2002,Inven,Bnord12,24,9.25,8.99,,,,2,6537370,1250170,6532653,296632,58.88537,11.47091
653737-125017,WA61711068,NW653647-125036,N,Ejgdesjön,Hela sjön,17,20040719,2004,Inven,Bnord12,24,17.41,17.20,,,,2,6537370,1250170,6532653,296632,58.88537,11.47091
653737-125017,WA61711068,NW653647-125036,N,Ejgdesjön,Hela sjön,17,20060714,2006,Inven,Bnord12,24,12.58,12.19,,,,2,6537370,1250170,6532653,296632,58.88537,11.47091
653737-125017,WA61711068,NW653647-125036,N,Ejgdesjön,Hela sjön,17,20080713,2008,Inven,Bnord12,24,11.92,11.73,,,,2,6537370,1250170,6532653,296632,58.88537,11.47091
653737-125017,WA61711068,NW653647-125036,N,Ejgdesjön,Hela sjön,17,20100716,2010,Inven,Bnord12,24,6.18,5.79,,,,2,6537370,1250170,6532653,296632,58.88537,11.47091
653737-125017,WA61711068,NW653647-125036,N,Ejgdesjön,Hela sjön,17,20120717,2012,Inven,Bnord12,24,9.12,8.42,,,,2,6537370,1250170,6532653,296632,58.88537,11.47091
653737-125017,WA61711068,NW653647-125036,N,Ejgdesjön,Hela sjön,17,20140715,2014,Inven,Bnord12,24,9.69,9.21,,,,2,6537370,1250170,6532653,296632,58.88537,11.47091
653737-125017,WA61711068,NW653647-125036,N,Ejgdesjön,Hela sjön,17,20160726,2016,Inven,Bnord12,24,10.68,10.19,,,,2,6537370,1250170,6532653,296632,58.88537,11.47091
653737-125017,WA61711068,NW653647-125036,N,Ejgdesjön,Hela sjön,17,20180717,2018,Inven,Bnord12,24,10.64,10.08,,,,2,6537370,1250170,6532653,296632,58.88537,11.47091
655275-153234,WA16744634,NW655349-153274,N,Älgsjön,Hela sjön,21,19930713,1993,Stand,Bnord12,8,66.64,29.70,0.00,35.60,,5,6552750,1532340,6551428,578454,59.09494,16.36938
655275-153234,WA16744634,NW655349-153274,N,Älgsjön,Hela sjön,21,19960708,1996,Stand,Bnord12,16,33.87,14.57,0.23,17.75,,6,6552750,1532340,6551428,578454,59.09494,16.36938
655275-153234,WA16744634,NW655349-153274,N,Älgsjön,Hela sjön,21,19970707,1997,Stand,Bnord12,16,43.10,14.47,0.21,26.80,,6,6552750,1532340,6551428,578454,59.09494,16.36938
655275-153234,WA16744634,NW655349-153274,N,Älgsjön,Hela sjön,21,19980713,1998,Stand,Bnord12,16,35.62,11.84,0.14,20.78,,6,6552750,1532340,6551428,578454,59.09494,16.36938
655275-153234,WA16744634,NW655349-153274,N,Älgsjön,Hela sjön,21,19990727,1999,Stand,Bnord12,16,41.62,15.38,0.07,24.02,,6,6552750,1532340,6551428,578454,59.09494,16.36938
655275-153234,WA16744634,NW655349-153274,N,Älgsjön,Hela sjön,21,20000825,2000,Stand,Bnord12,16,43.54,14.27,0.07,25.62,,6,6552750,1532340,6551428,578454,59.09494,16.36938
655275-153234,WA16744634,NW655349-153274,N,Älgsjön,Hela sjön,21,20010716,2001,Stand,Bnord12,16,44.34,14.06,0.00,28.18,,4,6552750,1532340,6551428,578454,59.09494,16.36938
655275-153234,WA16744634,NW655349-153274,N,Älgsjön,Hela sjön,21,20020814,2002,Stand,Bnord12,16,47.35,18.76,0.05,26.67,,6,6552750,1532340,6551428,578454,59.09494,16.36938
655275-153234,WA16744634,NW655349-153274,N,Älgsjön,Hela sjön,21,20030725,2003,Stand,Bnord12,16,72.31,27.70,0.22,42.32,,6,6552750,1532340,6551428,578454,59.09494,16.36938
655275-153234,WA16744634,NW655349-153274,N,Älgsjön,Hela sjön,21,20040814,2004,Stand,Bnord12,16,42.98,10.92,0.05,30.91,,5,6552750,1532340,6551428,578454,59.09494,16.36938
655275-153234,WA16744634,NW655349-153274,N,Älgsjön,Hela sjön,21,20050713,2005,Stand,Bnord12,16,51.34,19.82,0.21,29.85,,6,6552750,1532340,6551428,578454,59.09494,16.36938
655275-153234,WA16744634,NW655349-153274,N,Älgsjön,Hela sjön,21,20060712,2006,Stand,Bnord12,16,49.15,12.50,0.19,31.51,,6,6552750,1532340,6551428,578454,59.09494,16.36938
655275-153234,WA16744634,NW655349-153274,N,Älgsjön,Hela sjön,21,20070806,2007,Stand,Bnord12,16,86.70,24.36,0.00,60.20,,5,6552750,1532340,6551428,578454,59.09494,16.36938
655275-153234,WA16744634,NW655349-153274,N,Älgsjön,Hela sjön,21,20080811,2008,Stand,Bnord12,16,70.40,16.70,0.10,51.11,,6,6552750,1532340,6551428,578454,59.09494,16.36938
655275-153234,WA16744634,NW655349-153274,N,Älgsjön,Hela sjön,21,20090721,2009,Stand,Bnord12,16,37.62,9.86,0.05,26.47,,5,6552750,1532340,6551428,578454,59.09494,16.36938
655275-153234,WA16744634,NW655349-153274,N,Älgsjön,Hela sjön,21,20100722,2010,Stand,Bnord12,16,44.67,18.41,0.05,24.51,,6,6552750,1532340,6551428,578454,59.09494,16.36938
655275-153234,WA16744634,NW655349-153274,N,Älgsjön,Hela sjön,21,20110726,2011,Stand,Bnord12,16,49.09,18.72,0.15,28.89,,6,6552750,1532340,6551428,578454,59.09494,16.36938
655275-153234,WA16744634,NW655349-153274,N,Älgsjön,Hela sjön,21,20120808,2012,Stand,Bnord12,16,33.70,12.27,0.24,19.73,,6,6552750,1532340,6551428,578454,59.09494,16.36938
655275-153234,WA16744634,NW655349-153274,N,Älgsjön,Hela sjön,21,20130716,2013,Stand,Bnord12,16,42.96,15.40,0.05,26.54,,6,6552750,1532340,6551428,578454,59.09494,16.36938
655275-153234,WA16744634,NW655349-153274,N,Älgsjön,Hela sjön,21,20150718,2015,Stand,Bnord12,16,48.54,17.56,0.15,28.25,,6,6552750,1532340,6551428,578454,59.09494,16.36938
655275-153234,WA16744634,NW655349-153274,N,Älgsjön,Hela sjön,21,20170815,2017,Stand,Bnord12,16,83.61,24.61,0.05,56.45,,6,6552750,1532340,6551428,578454,59.09494,16.36938
655587-158869,WA98720344,SE655605-158820,Y,Stora Envättern,Hela sjön,25,19940823,1994,Stand,Bnord12,16,26.49,11.78,0.00,11.79,,3,6555870,1588690,6555227,634745,59.11495,17.3535
655587-158869,WA98720344,SE655605-158820,Y,Stora Envättern,Hela sjön,25,19950814,1995,Stand,Bnord12,16,19.36,9.80,0.00,8.36,,3,6555870,1588690,6555227,634745,59.11495,17.3535
655587-158869,WA98720344,SE655605-158820,Y,Stora Envättern,Hela sjön,25,19960814,1996,Stand,Bnord12,16,55.44,27.54,0.09,25.41,,4,6555870,1588690,6555227,634745,59.11495,17.3535
655587-158869,WA98720344,SE655605-158820,Y,Stora Envättern,Hela sjön,25,19970811,1997,Stand,Bnord12,16,32.90,14.95,0.23,14.95,,4,6555870,1588690,6555227,634745,59.11495,17.3535
655587-158869,WA98720344,SE655605-158820,Y,Stora Envättern,Hela sjön,25,19980715,1998,Stand,Bnord12,16,22.29,8.31,0.00,12.20,,3,6555870,1588690,6555227,634745,59.11495,17.3535
655587-158869,WA98720344,SE655605-158820,Y,Stora Envättern,Hela sjön,25,19990825,1999,Stand,Bnord12,16,26.46,11.22,0.06,13.30,,4,6555870,1588690,6555227,634745,59.11495,17.3535
655587-158869,WA98720344,SE655605-158820,Y,Stora Envättern,Hela sjön,25,20000827,2000,Stand,Bnord12,16,29.24,15.40,0.04,10.58,,4,6555870,1588690,6555227,634745,59.11495,17.3535
655587-158869,WA98720344,SE655605-158820,Y,Stora Envättern,Hela sjön,25,20010716,2001,Stand,Bnord12,16,21.36,12.30,0.08,5.92,,4,6555870,1588690,6555227,634745,59.11495,17.3535
655587-158869,WA98720344,SE655605-158820,Y,Stora Envättern,Hela sjön,25,20020815,2002,Stand,Bnord12,16,35.56,19.72,0.21,12.83,,4,6555870,1588690,6555227,634745,59.11495,17.3535
655587-158869,WA98720344,SE655605-158820,Y,Stora Envättern,Hela sjön,25,20030730,2003,Stand,Bnord12,16,30.83,13.70,0.19,14.06,,4,6555870,1588690,6555227,634745,59.11495,17.3535
655587-158869,WA98720344,SE655605-158820,Y,Stora Envättern,Hela sjön,25,20040720,2004,Stand,Bnord12,16,36.63,18.02,0.06,15.92,,4,6555870,1588690,6555227,634745,59.11495,17.3535
655587-158869,WA98720344,SE655605-158820,Y,Stora Envättern,Hela sjön,25,20050719,2005,Stand,Bnord12,16,28.32,12.81,0.00,12.16,,3,6555870,1588690,6555227,634745,59.11495,17.3535
655587-158869,WA98720344,SE655605-158820,Y,Stora Envättern,Hela sjön,25,20060803,2006,Stand,Bnord12,16,34.25,17.84,0.15,13.86,,4,6555870,1588690,6555227,634745,59.11495,17.3535
655587-158869,WA98720344,SE655605-158820,Y,Stora Envättern,Hela sjön,25,20070810,2007,Stand,Bnord12,16,33.52,15.97,0.06,14.62,,4,6555870,1588690,6555227,634745,59.11495,17.3535
655587-158869,WA98720344,SE655605-158820,Y,Stora Envättern,Hela sjön,25,20080815,2008,Stand,Bnord12,16,32.37,17.16,0.00,12.28,,3,6555870,1588690,6555227,634745,59.11495,17.3535
655587-158869,WA98720344,SE655605-158820,Y,Stora Envättern,Hela sjön,25,20090813,2009,Stand,Bnord12,16,30.02,13.73,0.04,14.51,,4,6555870,1588690,6555227,634745,59.11495,17.3535
655587-158869,WA98720344,SE655605-158820,Y,Stora Envättern,Hela sjön,25,20100801,2010,Stand,Bnord12,16,32.66,15.00,0.00,13.81,,3,6555870,1588690,6555227,634745,59.11495,17.3535
655587-158869,WA98720344,SE655605-158820,Y,Stora Envättern,Hela sjön,25,20110815,2011,Stand,Bnord12,16,30.84,14.21,0.00,15.08,,3,6555870,1588690,6555227,634745,59.11495,17.3535
655587-158869,WA98720344,SE655605-158820,Y,Stora Envättern,Hela sjön,25,20120717,2012,Stand,Bnord12,16,29.72,12.85,0.16,13.17,,4,6555870,1588690,6555227,634745,59.11495,17.3535
655587-158869,WA98720344,SE655605-158820,Y,Stora Envättern,Hela sjön,25,20130716,2013,Stand,Bnord12,16,29.05,15.44,0.04,10.46,,4,6555870,1588690,6555227,634745,59.11495,17.3535
655587-158869,WA98720344,SE655605-158820,Y,Stora Envättern,Hela sjön,25,20140722,2014,Stand,Bnord12,16,20.83,12.04,0.06,6.46,,4,6555870,1588690,6555227,634745,59.11495,17.3535
655587-158869,WA98720344,SE655605-158820,Y,Stora Envättern,Hela sjön,25,20150723,2015,Stand,Bnord12,16,26.36,14.21,0.04,9.88,,4,6555870,1588690,6555227,634745,59.11495,17.3535
655587-158869,WA98720344,SE655605-158820,Y,Stora Envättern,Hela sjön,25,20160808,2016,Stand,Bnord12,16,31.33,18.51,0.16,9.90,,4,6555870,1588690,6555227,634745,59.11495,17.3535
655587-158869,WA98720344,SE655605-158820,Y,Stora Envättern,Hela sjön,25,20170724,2017,Stand,Bnord12,16,45.16,29.53,0.06,12.44,,4,6555870,1588690,6555227,634745,59.11495,17.3535
655587-158869,WA98720344,SE655605-158820,Y,Stora Envättern,Hela sjön,25,20180806,2018,Stand,Bnord12,16,23.14,11.24,0.04,10.08,,4,6555870,1588690,6555227,634745,59.11495,17.3535
656419-164404,WA40009280,SE656515-164330,Y,Stensjön,Hela sjön,25,19940803,1994,Stand,Bnord12,24,27.15,3.38,0.00,16.89,,5,6564190,1644040,6564213,689977,59.17446,18.3244
656419-164404,WA40009280,SE656515-164330,Y,Stensjön,Hela sjön,25,19950814,1995,Stand,Bnord12,24,30.10,6.77,0.04,19.68,,6,6564190,1644040,6564213,689977,59.17446,18.3244
656419-164404,WA40009280,SE656515-164330,Y,Stensjön,Hela sjön,25,19960805,1996,Stand,Bnord12,24,23.41,6.11,0.08,11.01,,6,6564190,1644040,6564213,689977,59.17446,18.3244
656419-164404,WA40009280,SE656515-164330,Y,Stensjön,Hela sjön,25,19970716,1997,Stand,Bnord12,24,28.29,6.60,0.11,15.78,,6,6564190,1644040,6564213,689977,59.17446,18.3244
656419-164404,WA40009280,SE656515-164330,Y,Stensjön,Hela sjön,25,19980803,1998,Stand,Bnord12,24,25.08,6.49,0.13,13.84,,6,6564190,1644040,6564213,689977,59.17446,18.3244
656419-164404,WA40009280,SE656515-164330,Y,Stensjön,Hela sjön,25,19990824,1999,Stand,Bnord12,24,38.32,4.94,0.00,29.52,,5,6564190,1644040,6564213,689977,59.17446,18.3244
656419-164404,WA40009280,SE656515-164330,Y,Stensjön,Hela sjön,25,20000823,2000,Stand,Bnord12,24,29.07,5.25,0.00,21.09,,5,6564190,1644040,6564213,689977,59.17446,18.3244
656419-164404,WA40009280,SE656515-164330,Y,Stensjön,Hela sjön,25,20010813,2001,Stand,Bnord12,24,40.51,5.55,0.08,29.35,,6,6564190,1644040,6564213,689977,59.17446,18.3244
656419-164404,WA40009280,SE656515-164330,Y,Stensjön,Hela sjön,25,20020815,2002,Stand,Bnord12,24,43.04,7.38,0.10,31.16,,6,6564190,1644040,6564213,689977,59.17446,18.3244
656419-164404,WA40009280,SE656515-164330,Y,Stensjön,Hela sjön,25,20030817,2003,Stand,Bnord12,24,34.05,6.62,0.08,21.42,,6,6564190,1644040,6564213,689977,59.17446,18.3244
656419-164404,WA40009280,SE656515-164330,Y,Stensjön,Hela sjön,25,20040809,2004,Stand,Bnord12,24,26.56,5.09,0.02,17.50,,6,6564190,1644040,6564213,689977,59.17446,18.3244
656419-164404,WA40009280,SE656515-164330,Y,Stensjön,Hela sjön,25,20050814,2005,Stand,Bnord12,24,32.48,4.32,0.20,21.95,,6,6564190,1644040,6564213,689977,59.17446,18.3244
656419-164404,WA40009280,SE656515-164330,Y,Stensjön,Hela sjön,25,20060812,2006,Stand,Bnord12,24,23.21,5.50,0.03,12.55,,6,6564190,1644040,6564213,689977,59.17446,18.3244
656419-164404,WA40009280,SE656515-164330,Y,Stensjön,Hela sjön,25,20070711,2007,Stand,Bnord12,24,27.87,7.27,0.08,12.93,,6,6564190,1644040,6564213,689977,59.17446,18.3244
656419-164404,WA40009280,SE656515-164330,Y,Stensjön,Hela sjön,25,20080713,2008,Stand,Bnord12,24,28.22,6.83,0.12,15.07,,6,6564190,1644040,6564213,689977,59.17446,18.3244
656419-164404,WA40009280,SE656515-164330,Y,Stensjön,Hela sjön,25,20090716,2009,Stand,Bnord12,24,15.71,5.06,0.00,6.40,,5,6564190,1644040,6564213,689977,59.17446,18.3244
656419-164404,WA40009280,SE656515-164330,Y,Stensjön,Hela sjön,25,20100718,2010,Stand,Bnord12,24,20.91,6.01,0.00,10.32,,6,6564190,1644040,6564213,689977,59.17446,18.3244
656419-164404,WA40009280,SE656515-164330,Y,Stensjön,Hela sjön,25,20110802,2011,Stand,Bnord12,24,30.82,8.08,0.08,18.89,,6,6564190,1644040,6564213,689977,59.17446,18.3244
656419-164404,WA40009280,SE656515-164330,Y,Stensjön,Hela sjön,25,20120728,2012,Stand,Bnord12,24,21.08,6.13,0.03,10.42,,6,6564190,1644040,6564213,689977,59.17446,18.3244
656419-164404,WA40009280,SE656515-164330,Y,Stensjön,Hela sjön,25,20130823,2013,Stand,Bnord12,24,12.36,6.16,0.11,4.41,,6,6564190,1644040,6564213,689977,59.17446,18.3244
656419-164404,WA40009280,SE656515-164330,Y,Stensjön,Hela sjön,25,20140718,2014,Stand,Bnord12,24,33.14,6.27,0.00,9.69,,5,6564190,1644040,6564213,689977,59.17446,18.3244
656419-164404,WA40009280,SE656515-164330,Y,Stensjön,Hela sjön,25,20150720,2015,Stand,Bnord12,24,24.02,7.21,0.00,10.40,,5,6564190,1644040,6564213,689977,59.17446,18.3244
656419-164404,WA40009280,SE656515-164330,Y,Stensjön,Hela sjön,25,20160720,2016,Stand,Bnord12,24,20.32,5.86,0.04,9.10,,6,6564190,1644040,6564213,689977,59.17446,18.3244
656419-164404,WA40009280,SE656515-164330,Y,Stensjön,Hela sjön,25,20170720,2017,Stand,Bnord12,24,20.86,6.16,0.06,8.62,,6,6564190,1644040,6564213,689977,59.17446,18.3244
656419-164404,WA40009280,SE656515-164330,Y,Stensjön,Hela sjön,25,20180720,2018,Stand,Bnord12,24,20.55,7.40,0.02,9.11,,6,6564190,1644040,6564213,689977,59.17446,18.3244
656590-164240,WA38535539,SE656640-164224,Y,Långsjön,Hela sjön,21,19980811,1998,Stand,Bnord12,8,55.55,15.72,0.14,39.69,,3,6565900,1642400,6565903,688316,59.19035,18.29685
656590-164240,WA38535539,SE656640-164224,Y,Långsjön,Hela sjön,21,19990823,1999,Stand,Bnord12,8,35.28,9.52,0.00,25.76,,2,6565900,1642400,6565903,688316,59.19035,18.29685
656590-164240,WA38535539,SE656640-164224,Y,Långsjön,Hela sjön,21,20000826,2000,Stand,Bnord12,8,44.28,9.25,0.00,35.04,,2,6565900,1642400,6565903,688316,59.19035,18.29685
656590-164240,WA38535539,SE656640-164224,Y,Långsjön,Hela sjön,21,20010817,2001,Stand,Bnord12,8,53.06,13.60,0.14,39.32,,3,6565900,1642400,6565903,688316,59.19035,18.29685
656590-164240,WA38535539,SE656640-164224,Y,Långsjön,Hela sjön,21,20020813,2002,Stand,Bnord12,8,44.00,8.38,0.00,35.62,,2,6565900,1642400,6565903,688316,59.19035,18.29685
